"person","item","poly","dich","description","anger","male","do","other","scold","shout"
180,10,2,1,"do operator curse",23,0,0,0,0,0
180,11,1,1,"do operator scold",23,0,0,0,1,0
180,12,2,1,"do operator shout",23,0,0,0,0,1
180,13,0,0,"want bus curse",23,0,1,1,0,0
180,14,1,1,"want bus scold",23,0,1,1,1,0
180,15,1,1,"want bus shout",23,0,1,1,0,1
180,16,2,1,"want train curse",23,0,1,1,0,0
180,17,2,1,"want train scold",23,0,1,1,1,0
180,18,1,1,"want train shout",23,0,1,1,0,1
180,19,0,0,"want store curse",23,0,1,0,0,0
180,20,0,0,"want store scold",23,0,1,0,1,0
180,21,0,0,"want store shout",23,0,1,0,0,1
180,22,1,1,"want operator curse",23,0,1,0,0,0
180,23,0,0,"want operator scold",23,0,1,0,1,0
180,24,0,0,"want operator shout",23,0,1,0,0,1
181,1,0,0,"do bus curse",16,1,0,1,0,0
181,2,0,0,"do bus scold",16,1,0,1,1,0
181,3,1,1,"do bus shout",16,1,0,1,0,1
181,4,2,1,"do train curse",16,1,0,1,0,0
181,5,0,0,"do train scold",16,1,0,1,1,0
181,6,0,0,"do train shout",16,1,0,1,0,1
181,7,2,1,"do store curse",16,1,0,0,0,0
181,8,0,0,"do store scold",16,1,0,0,1,0
181,9,0,0,"do store shout",16,1,0,0,0,1
181,10,0,0,"do operator curse",16,1,0,0,0,0
181,11,0,0,"do operator scold",16,1,0,0,1,0
181,12,0,0,"do operator shout",16,1,0,0,0,1
181,13,0,0,"want bus curse",16,1,1,1,0,0
181,14,0,0,"want bus scold",16,1,1,1,1,0
181,15,0,0,"want bus shout",16,1,1,1,0,1
181,16,1,1,"want train curse",16,1,1,1,0,0
181,17,0,0,"want train scold",16,1,1,1,1,0
181,18,0,0,"want train shout",16,1,1,1,0,1
181,19,0,0,"want store curse",16,1,1,0,0,0
181,20,0,0,"want store scold",16,1,1,0,1,0
181,21,0,0,"want store shout",16,1,1,0,0,1
181,22,0,0,"want operator curse",16,1,1,0,0,0
181,23,0,0,"want operator scold",16,1,1,0,1,0
181,24,0,0,"want operator shout",16,1,1,0,0,1
182,1,2,1,"do bus curse",18,0,0,1,0,0
182,2,0,0,"do bus scold",18,0,0,1,1,0
182,3,0,0,"do bus shout",18,0,0,1,0,1
182,4,2,1,"do train curse",18,0,0,1,0,0
182,5,0,0,"do train scold",18,0,0,1,1,0
182,6,0,0,"do train shout",18,0,0,1,0,1
182,7,1,1,"do store curse",18,0,0,0,0,0
182,8,0,0,"do store scold",18,0,0,0,1,0
182,9,0,0,"do store shout",18,0,0,0,0,1
182,10,2,1,"do operator curse",18,0,0,0,0,0
182,11,2,1,"do operator scold",18,0,0,0,1,0
182,12,0,0,"do operator shout",18,0,0,0,0,1
182,13,2,1,"want bus curse",18,0,1,1,0,0
182,14,0,0,"want bus scold",18,0,1,1,1,0
182,15,0,0,"want bus shout",18,0,1,1,0,1
182,16,2,1,"want train curse",18,0,1,1,0,0
182,17,0,0,"want train scold",18,0,1,1,1,0
182,18,0,0,"want train shout",18,0,1,1,0,1
182,19,0,0,"want store curse",18,0,1,0,0,0
182,20,0,0,"want store scold",18,0,1,0,1,0
182,21,0,0,"want store shout",18,0,1,0,0,1
182,22,2,1,"want operator curse",18,0,1,0,0,0
182,23,2,1,"want operator scold",18,0,1,0,1,0
182,24,0,0,"want operator shout",18,0,1,0,0,1
183,1,1,1,"do bus curse",12,0,0,1,0,0
183,2,1,1,"do bus scold",12,0,0,1,1,0
183,3,0,0,"do bus shout",12,0,0,1,0,1
183,4,1,1,"do train curse",12,0,0,1,0,0
183,5,1,1,"do train scold",12,0,0,1,1,0
183,6,0,0,"do train shout",12,0,0,1,0,1
183,7,1,1,"do store curse",12,0,0,0,0,0
183,8,0,0,"do store scold",12,0,0,0,1,0
183,9,0,0,"do store shout",12,0,0,0,0,1
183,10,1,1,"do operator curse",12,0,0,0,0,0
183,11,1,1,"do operator scold",12,0,0,0,1,0
183,12,0,0,"do operator shout",12,0,0,0,0,1
183,13,1,1,"want bus curse",12,0,1,1,0,0
183,14,1,1,"want bus scold",12,0,1,1,1,0
183,15,0,0,"want bus shout",12,0,1,1,0,1
183,16,1,1,"want train curse",12,0,1,1,0,0
183,17,0,0,"want train scold",12,0,1,1,1,0
183,18,0,0,"want train shout",12,0,1,1,0,1
183,19,1,1,"want store curse",12,0,1,0,0,0
183,20,0,0,"want store scold",12,0,1,0,1,0
183,21,0,0,"want store shout",12,0,1,0,0,1
183,22,1,1,"want operator curse",12,0,1,0,0,0
183,23,1,1,"want operator scold",12,0,1,0,1,0
183,24,0,0,"want operator shout",12,0,1,0,0,1
184,1,2,1,"do bus curse",17,0,0,1,0,0
184,2,2,1,"do bus scold",17,0,0,1,1,0
184,3,0,0,"do bus shout",17,0,0,1,0,1
184,4,1,1,"do train curse",17,0,0,1,0,0
184,5,1,1,"do train scold",17,0,0,1,1,0
184,6,0,0,"do train shout",17,0,0,1,0,1
184,7,1,1,"do store curse",17,0,0,0,0,0
184,8,0,0,"do store scold",17,0,0,0,1,0
184,9,0,0,"do store shout",17,0,0,0,0,1
184,10,1,1,"do operator curse",17,0,0,0,0,0
184,11,0,0,"do operator scold",17,0,0,0,1,0
184,12,1,1,"do operator shout",17,0,0,0,0,1
184,13,2,1,"want bus curse",17,0,1,1,0,0
184,14,2,1,"want bus scold",17,0,1,1,1,0
184,15,0,0,"want bus shout",17,0,1,1,0,1
184,16,2,1,"want train curse",17,0,1,1,0,0
184,17,1,1,"want train scold",17,0,1,1,1,0
184,18,0,0,"want train shout",17,0,1,1,0,1
184,19,0,0,"want store curse",17,0,1,0,0,0
184,20,0,0,"want store scold",17,0,1,0,1,0
184,21,0,0,"want store shout",17,0,1,0,0,1
184,22,2,1,"want operator curse",17,0,1,0,0,0
184,23,0,0,"want operator scold",17,0,1,0,1,0
184,24,1,1,"want operator shout",17,0,1,0,0,1
185,1,0,0,"do bus curse",21,0,0,1,0,0
185,2,0,0,"do bus scold",21,0,0,1,1,0
185,3,0,0,"do bus shout",21,0,0,1,0,1
185,4,0,0,"do train curse",21,0,0,1,0,0
185,5,0,0,"do train scold",21,0,0,1,1,0
185,6,1,1,"do train shout",21,0,0,1,0,1
185,7,0,0,"do store curse",21,0,0,0,0,0
185,8,0,0,"do store scold",21,0,0,0,1,0
185,9,0,0,"do store shout",21,0,0,0,0,1
185,10,0,0,"do operator curse",21,0,0,0,0,0
185,11,0,0,"do operator scold",21,0,0,0,1,0
185,12,2,1,"do operator shout",21,0,0,0,0,1
185,13,0,0,"want bus curse",21,0,1,1,0,0
185,14,0,0,"want bus scold",21,0,1,1,1,0
185,15,0,0,"want bus shout",21,0,1,1,0,1
185,16,0,0,"want train curse",21,0,1,1,0,0
185,17,0,0,"want train scold",21,0,1,1,1,0
185,18,0,0,"want train shout",21,0,1,1,0,1
185,19,2,1,"want store curse",21,0,1,0,0,0
185,20,0,0,"want store scold",21,0,1,0,1,0
185,21,0,0,"want store shout",21,0,1,0,0,1
185,22,1,1,"want operator curse",21,0,1,0,0,0
185,23,0,0,"want operator scold",21,0,1,0,1,0
185,24,0,0,"want operator shout",21,0,1,0,0,1
186,1,0,0,"do bus curse",21,0,0,1,0,0
186,2,0,0,"do bus scold",21,0,0,1,1,0
186,3,0,0,"do bus shout",21,0,0,1,0,1
186,4,1,1,"do train curse",21,0,0,1,0,0
186,5,2,1,"do train scold",21,0,0,1,1,0
186,6,1,1,"do train shout",21,0,0,1,0,1
186,7,0,0,"do store curse",21,0,0,0,0,0
186,8,0,0,"do store scold",21,0,0,0,1,0
186,9,0,0,"do store shout",21,0,0,0,0,1
186,10,0,0,"do operator curse",21,0,0,0,0,0
186,11,0,0,"do operator scold",21,0,0,0,1,0
186,12,0,0,"do operator shout",21,0,0,0,0,1
186,13,0,0,"want bus curse",21,0,1,1,0,0
186,14,1,1,"want bus scold",21,0,1,1,1,0
186,15,0,0,"want bus shout",21,0,1,1,0,1
186,16,1,1,"want train curse",21,0,1,1,0,0
186,17,1,1,"want train scold",21,0,1,1,1,0
186,18,0,0,"want train shout",21,0,1,1,0,1
186,19,0,0,"want store curse",21,0,1,0,0,0
186,20,0,0,"want store scold",21,0,1,0,1,0
186,21,0,0,"want store shout",21,0,1,0,0,1
186,22,0,0,"want operator curse",21,0,1,0,0,0
186,23,1,1,"want operator scold",21,0,1,0,1,0
186,24,0,0,"want operator shout",21,0,1,0,0,1
187,1,0,0,"do bus curse",16,0,0,1,0,0
187,2,1,1,"do bus scold",16,0,0,1,1,0
187,3,0,0,"do bus shout",16,0,0,1,0,1
187,4,1,1,"do train curse",16,0,0,1,0,0
187,5,1,1,"do train scold",16,0,0,1,1,0
187,6,1,1,"do train shout",16,0,0,1,0,1
187,7,0,0,"do store curse",16,0,0,0,0,0
187,8,0,0,"do store scold",16,0,0,0,1,0
187,9,0,0,"do store shout",16,0,0,0,0,1
187,10,1,1,"do operator curse",16,0,0,0,0,0
187,11,2,1,"do operator scold",16,0,0,0,1,0
187,12,0,0,"do operator shout",16,0,0,0,0,1
187,13,1,1,"want bus curse",16,0,1,1,0,0
187,14,1,1,"want bus scold",16,0,1,1,1,0
187,15,0,0,"want bus shout",16,0,1,1,0,1
187,16,2,1,"want train curse",16,0,1,1,0,0
187,17,2,1,"want train scold",16,0,1,1,1,0
187,18,0,0,"want train shout",16,0,1,1,0,1
187,19,0,0,"want store curse",16,0,1,0,0,0
187,20,0,0,"want store scold",16,0,1,0,1,0
187,21,0,0,"want store shout",16,0,1,0,0,1
187,22,1,1,"want operator curse",16,0,1,0,0,0
187,23,1,1,"want operator scold",16,0,1,0,1,0
187,24,1,1,"want operator shout",16,0,1,0,0,1
188,1,0,0,"do bus curse",19,1,0,1,0,0
188,2,1,1,"do bus scold",19,1,0,1,1,0
188,3,0,0,"do bus shout",19,1,0,1,0,1
188,4,1,1,"do train curse",19,1,0,1,0,0
188,5,1,1,"do train scold",19,1,0,1,1,0
188,6,1,1,"do train shout",19,1,0,1,0,1
188,7,0,0,"do store curse",19,1,0,0,0,0
188,8,0,0,"do store scold",19,1,0,0,1,0
188,9,0,0,"do store shout",19,1,0,0,0,1
188,10,1,1,"do operator curse",19,1,0,0,0,0
188,11,1,1,"do operator scold",19,1,0,0,1,0
188,12,0,0,"do operator shout",19,1,0,0,0,1
188,13,2,1,"want bus curse",19,1,1,1,0,0
188,14,1,1,"want bus scold",19,1,1,1,1,0
188,15,0,0,"want bus shout",19,1,1,1,0,1
188,16,2,1,"want train curse",19,1,1,1,0,0
188,17,1,1,"want train scold",19,1,1,1,1,0
188,18,0,0,"want train shout",19,1,1,1,0,1
188,19,2,1,"want store curse",19,1,1,0,0,0
188,20,0,0,"want store scold",19,1,1,0,1,0
188,21,0,0,"want store shout",19,1,1,0,0,1
188,22,1,1,"want operator curse",19,1,1,0,0,0
188,23,1,1,"want operator scold",19,1,1,0,1,0
188,24,0,0,"want operator shout",19,1,1,0,0,1
189,1,1,1,"do bus curse",19,1,0,1,0,0
189,2,1,1,"do bus scold",19,1,0,1,1,0
189,3,0,0,"do bus shout",19,1,0,1,0,1
189,4,1,1,"do train curse",19,1,0,1,0,0
189,5,1,1,"do train scold",19,1,0,1,1,0
189,6,0,0,"do train shout",19,1,0,1,0,1
189,7,0,0,"do store curse",19,1,0,0,0,0
189,8,0,0,"do store scold",19,1,0,0,1,0
189,9,0,0,"do store shout",19,1,0,0,0,1
189,10,1,1,"do operator curse",19,1,0,0,0,0
189,11,1,1,"do operator scold",19,1,0,0,1,0
189,12,0,0,"do operator shout",19,1,0,0,0,1
189,13,1,1,"want bus curse",19,1,1,1,0,0
189,14,1,1,"want bus scold",19,1,1,1,1,0
189,15,0,0,"want bus shout",19,1,1,1,0,1
189,16,2,1,"want train curse",19,1,1,1,0,0
189,17,1,1,"want train scold",19,1,1,1,1,0
189,18,0,0,"want train shout",19,1,1,1,0,1
189,19,1,1,"want store curse",19,1,1,0,0,0
189,20,0,0,"want store scold",19,1,1,0,1,0
189,21,0,0,"want store shout",19,1,1,0,0,1
189,22,1,1,"want operator curse",19,1,1,0,0,0
189,23,1,1,"want operator scold",19,1,1,0,1,0
189,24,0,0,"want operator shout",19,1,1,0,0,1
190,1,2,1,"do bus curse",13,1,0,1,0,0
190,2,0,0,"do bus scold",13,1,0,1,1,0
190,3,0,0,"do bus shout",13,1,0,1,0,1
190,4,2,1,"do train curse",13,1,0,1,0,0
190,5,0,0,"do train scold",13,1,0,1,1,0
190,6,0,0,"do train shout",13,1,0,1,0,1
190,7,1,1,"do store curse",13,1,0,0,0,0
190,8,0,0,"do store scold",13,1,0,0,1,0
190,9,0,0,"do store shout",13,1,0,0,0,1
190,10,1,1,"do operator curse",13,1,0,0,0,0
190,11,0,0,"do operator scold",13,1,0,0,1,0
190,12,0,0,"do operator shout",13,1,0,0,0,1
190,13,2,1,"want bus curse",13,1,1,1,0,0
190,14,0,0,"want bus scold",13,1,1,1,1,0
190,15,0,0,"want bus shout",13,1,1,1,0,1
190,16,2,1,"want train curse",13,1,1,1,0,0
190,17,0,0,"want train scold",13,1,1,1,1,0
190,18,0,0,"want train shout",13,1,1,1,0,1
190,19,0,0,"want store curse",13,1,1,0,0,0
190,20,0,0,"want store scold",13,1,1,0,1,0
190,21,0,0,"want store shout",13,1,1,0,0,1
190,22,2,1,"want operator curse",13,1,1,0,0,0
190,23,0,0,"want operator scold",13,1,1,0,1,0
190,24,0,0,"want operator shout",13,1,1,0,0,1
191,1,0,0,"do bus curse",31,1,0,1,0,0
191,2,0,0,"do bus scold",31,1,0,1,1,0
191,3,0,0,"do bus shout",31,1,0,1,0,1
191,4,0,0,"do train curse",31,1,0,1,0,0
191,5,0,0,"do train scold",31,1,0,1,1,0
191,6,0,0,"do train shout",31,1,0,1,0,1
191,7,2,1,"do store curse",31,1,0,0,0,0
191,8,0,0,"do store scold",31,1,0,0,1,0
191,9,0,0,"do store shout",31,1,0,0,0,1
191,10,0,0,"do operator curse",31,1,0,0,0,0
191,11,0,0,"do operator scold",31,1,0,0,1,0
191,12,0,0,"do operator shout",31,1,0,0,0,1
191,13,0,0,"want bus curse",31,1,1,1,0,0
191,14,0,0,"want bus scold",31,1,1,1,1,0
191,15,2,1,"want bus shout",31,1,1,1,0,1
191,16,2,1,"want train curse",31,1,1,1,0,0
191,17,0,0,"want train scold",31,1,1,1,1,0
191,18,0,0,"want train shout",31,1,1,1,0,1
191,19,0,0,"want store curse",31,1,1,0,0,0
191,20,0,0,"want store scold",31,1,1,0,1,0
191,21,0,0,"want store shout",31,1,1,0,0,1
191,22,2,1,"want operator curse",31,1,1,0,0,0
191,23,0,0,"want operator scold",31,1,1,0,1,0
191,24,0,0,"want operator shout",31,1,1,0,0,1
192,1,1,1,"do bus curse",23,0,0,1,0,0
192,2,0,0,"do bus scold",23,0,0,1,1,0
192,3,0,0,"do bus shout",23,0,0,1,0,1
192,4,2,1,"do train curse",23,0,0,1,0,0
192,5,2,1,"do train scold",23,0,0,1,1,0
192,6,1,1,"do train shout",23,0,0,1,0,1
192,7,0,0,"do store curse",23,0,0,0,0,0
192,8,0,0,"do store scold",23,0,0,0,1,0
192,9,0,0,"do store shout",23,0,0,0,0,1
192,10,2,1,"do operator curse",23,0,0,0,0,0
192,11,2,1,"do operator scold",23,0,0,0,1,0
192,12,0,0,"do operator shout",23,0,0,0,0,1
192,13,1,1,"want bus curse",23,0,1,1,0,0
192,14,0,0,"want bus scold",23,0,1,1,1,0
192,15,0,0,"want bus shout",23,0,1,1,0,1
192,16,2,1,"want train curse",23,0,1,1,0,0
192,17,2,1,"want train scold",23,0,1,1,1,0
192,18,0,0,"want train shout",23,0,1,1,0,1
192,19,0,0,"want store curse",23,0,1,0,0,0
192,20,0,0,"want store scold",23,0,1,0,1,0
192,21,0,0,"want store shout",23,0,1,0,0,1
192,22,1,1,"want operator curse",23,0,1,0,0,0
192,23,1,1,"want operator scold",23,0,1,0,1,0
192,24,0,0,"want operator shout",23,0,1,0,0,1
193,1,2,1,"do bus curse",25,0,0,1,0,0
193,2,2,1,"do bus scold",25,0,0,1,1,0
193,3,2,1,"do bus shout",25,0,0,1,0,1
193,4,2,1,"do train curse",25,0,0,1,0,0
193,5,2,1,"do train scold",25,0,0,1,1,0
193,6,2,1,"do train shout",25,0,0,1,0,1
193,7,0,0,"do store curse",25,0,0,0,0,0
193,8,0,0,"do store scold",25,0,0,0,1,0
193,9,0,0,"do store shout",25,0,0,0,0,1
193,10,0,0,"do operator curse",25,0,0,0,0,0
193,11,0,0,"do operator scold",25,0,0,0,1,0
193,12,0,0,"do operator shout",25,0,0,0,0,1
193,13,2,1,"want bus curse",25,0,1,1,0,0
193,14,2,1,"want bus scold",25,0,1,1,1,0
193,15,2,1,"want bus shout",25,0,1,1,0,1
193,16,2,1,"want train curse",25,0,1,1,0,0
193,17,2,1,"want train scold",25,0,1,1,1,0
193,18,2,1,"want train shout",25,0,1,1,0,1
193,19,0,0,"want store curse",25,0,1,0,0,0
193,20,0,0,"want store scold",25,0,1,0,1,0
193,21,0,0,"want store shout",25,0,1,0,0,1
193,22,1,1,"want operator curse",25,0,1,0,0,0
193,23,1,1,"want operator scold",25,0,1,0,1,0
193,24,0,0,"want operator shout",25,0,1,0,0,1
194,1,1,1,"do bus curse",19,0,0,1,0,0
194,2,1,1,"do bus scold",19,0,0,1,1,0
194,3,1,1,"do bus shout",19,0,0,1,0,1
194,4,1,1,"do train curse",19,0,0,1,0,0
194,5,1,1,"do train scold",19,0,0,1,1,0
194,6,1,1,"do train shout",19,0,0,1,0,1
194,7,0,0,"do store curse",19,0,0,0,0,0
194,8,0,0,"do store scold",19,0,0,0,1,0
194,9,0,0,"do store shout",19,0,0,0,0,1
194,10,1,1,"do operator curse",19,0,0,0,0,0
194,11,0,0,"do operator scold",19,0,0,0,1,0
194,12,0,0,"do operator shout",19,0,0,0,0,1
194,13,1,1,"want bus curse",19,0,1,1,0,0
194,14,0,0,"want bus scold",19,0,1,1,1,0
194,15,0,0,"want bus shout",19,0,1,1,0,1
194,16,0,0,"want train curse",19,0,1,1,0,0
194,17,0,0,"want train scold",19,0,1,1,1,0
194,18,0,0,"want train shout",19,0,1,1,0,1
194,19,0,0,"want store curse",19,0,1,0,0,0
194,20,0,0,"want store scold",19,0,1,0,1,0
194,21,0,0,"want store shout",19,0,1,0,0,1
194,22,1,1,"want operator curse",19,0,1,0,0,0
194,23,0,0,"want operator scold",19,0,1,0,1,0
194,24,0,0,"want operator shout",19,0,1,0,0,1
195,1,2,1,"do bus curse",11,0,0,1,0,0
195,2,1,1,"do bus scold",11,0,0,1,1,0
195,3,2,1,"do bus shout",11,0,0,1,0,1
195,4,2,1,"do train curse",11,0,0,1,0,0
195,5,2,1,"do train scold",11,0,0,1,1,0
195,6,2,1,"do train shout",11,0,0,1,0,1
195,7,2,1,"do store curse",11,0,0,0,0,0
195,8,2,1,"do store scold",11,0,0,0,1,0
195,9,2,1,"do store shout",11,0,0,0,0,1
195,10,1,1,"do operator curse",11,0,0,0,0,0
195,11,1,1,"do operator scold",11,0,0,0,1,0
195,12,1,1,"do operator shout",11,0,0,0,0,1
195,13,2,1,"want bus curse",11,0,1,1,0,0
195,14,2,1,"want bus scold",11,0,1,1,1,0
195,15,1,1,"want bus shout",11,0,1,1,0,1
195,16,2,1,"want train curse",11,0,1,1,0,0
195,17,2,1,"want train scold",11,0,1,1,1,0
195,18,1,1,"want train shout",11,0,1,1,0,1
195,19,1,1,"want store curse",11,0,1,0,0,0
195,20,1,1,"want store scold",11,0,1,0,1,0
195,21,1,1,"want store shout",11,0,1,0,0,1
195,22,1,1,"want operator curse",11,0,1,0,0,0
195,23,1,1,"want operator scold",11,0,1,0,1,0
195,24,1,1,"want operator shout",11,0,1,0,0,1
196,1,0,0,"do bus curse",28,0,0,1,0,0
196,2,0,0,"do bus scold",28,0,0,1,1,0
196,3,2,1,"do bus shout",28,0,0,1,0,1
196,4,0,0,"do train curse",28,0,0,1,0,0
196,5,0,0,"do train scold",28,0,0,1,1,0
196,6,0,0,"do train shout",28,0,0,1,0,1
196,7,0,0,"do store curse",28,0,0,0,0,0
196,8,0,0,"do store scold",28,0,0,0,1,0
196,9,0,0,"do store shout",28,0,0,0,0,1
196,10,0,0,"do operator curse",28,0,0,0,0,0
196,11,0,0,"do operator scold",28,0,0,0,1,0
196,12,2,1,"do operator shout",28,0,0,0,0,1
196,13,2,1,"want bus curse",28,0,1,1,0,0
196,14,2,1,"want bus scold",28,0,1,1,1,0
196,15,0,0,"want bus shout",28,0,1,1,0,1
196,16,1,1,"want train curse",28,0,1,1,0,0
196,17,1,1,"want train scold",28,0,1,1,1,0
196,18,0,0,"want train shout",28,0,1,1,0,1
196,19,0,0,"want store curse",28,0,1,0,0,0
196,20,0,0,"want store scold",28,0,1,0,1,0
196,21,0,0,"want store shout",28,0,1,0,0,1
196,22,2,1,"want operator curse",28,0,1,0,0,0
196,23,2,1,"want operator scold",28,0,1,0,1,0
196,24,0,0,"want operator shout",28,0,1,0,0,1
197,1,0,0,"do bus curse",27,0,0,1,0,0
197,2,0,0,"do bus scold",27,0,0,1,1,0
197,3,0,0,"do bus shout",27,0,0,1,0,1
197,4,2,1,"do train curse",27,0,0,1,0,0
197,5,0,0,"do train scold",27,0,0,1,1,0
197,6,0,0,"do train shout",27,0,0,1,0,1
197,7,0,0,"do store curse",27,0,0,0,0,0
197,8,0,0,"do store scold",27,0,0,0,1,0
197,9,0,0,"do store shout",27,0,0,0,0,1
197,10,0,0,"do operator curse",27,0,0,0,0,0
197,11,1,1,"do operator scold",27,0,0,0,1,0
197,12,0,0,"do operator shout",27,0,0,0,0,1
197,13,0,0,"want bus curse",27,0,1,1,0,0
197,14,1,1,"want bus scold",27,0,1,1,1,0
197,15,0,0,"want bus shout",27,0,1,1,0,1
197,16,0,0,"want train curse",27,0,1,1,0,0
197,17,1,1,"want train scold",27,0,1,1,1,0
197,18,0,0,"want train shout",27,0,1,1,0,1
197,19,0,0,"want store curse",27,0,1,0,0,0
197,20,0,0,"want store scold",27,0,1,0,1,0
197,21,0,0,"want store shout",27,0,1,0,0,1
197,22,0,0,"want operator curse",27,0,1,0,0,0
197,23,1,1,"want operator scold",27,0,1,0,1,0
197,24,0,0,"want operator shout",27,0,1,0,0,1
198,1,0,0,"do bus curse",16,1,0,1,0,0
198,2,0,0,"do bus scold",16,1,0,1,1,0
198,3,0,0,"do bus shout",16,1,0,1,0,1
198,4,0,0,"do train curse",16,1,0,1,0,0
198,5,0,0,"do train scold",16,1,0,1,1,0
198,6,0,0,"do train shout",16,1,0,1,0,1
198,7,0,0,"do store curse",16,1,0,0,0,0
198,8,0,0,"do store scold",16,1,0,0,1,0
198,9,0,0,"do store shout",16,1,0,0,0,1
198,10,1,1,"do operator curse",16,1,0,0,0,0
198,11,1,1,"do operator scold",16,1,0,0,1,0
198,12,0,0,"do operator shout",16,1,0,0,0,1
198,13,2,1,"want bus curse",16,1,1,1,0,0
198,14,2,1,"want bus scold",16,1,1,1,1,0
198,15,0,0,"want bus shout",16,1,1,1,0,1
198,16,0,0,"want train curse",16,1,1,1,0,0
198,17,2,1,"want train scold",16,1,1,1,1,0
198,18,0,0,"want train shout",16,1,1,1,0,1
198,19,0,0,"want store curse",16,1,1,0,0,0
198,20,2,1,"want store scold",16,1,1,0,1,0
198,21,0,0,"want store shout",16,1,1,0,0,1
198,22,1,1,"want operator curse",16,1,1,0,0,0
198,23,1,1,"want operator scold",16,1,1,0,1,0
198,24,0,0,"want operator shout",16,1,1,0,0,1
199,1,0,0,"do bus curse",16,1,0,1,0,0
199,2,0,0,"do bus scold",16,1,0,1,1,0
199,3,0,0,"do bus shout",16,1,0,1,0,1
199,4,2,1,"do train curse",16,1,0,1,0,0
199,5,2,1,"do train scold",16,1,0,1,1,0
199,6,0,0,"do train shout",16,1,0,1,0,1
199,7,0,0,"do store curse",16,1,0,0,0,0
199,8,0,0,"do store scold",16,1,0,0,1,0
199,9,0,0,"do store shout",16,1,0,0,0,1
199,10,0,0,"do operator curse",16,1,0,0,0,0
199,11,1,1,"do operator scold",16,1,0,0,1,0
199,12,0,0,"do operator shout",16,1,0,0,0,1
199,13,2,1,"want bus curse",16,1,1,1,0,0
199,14,1,1,"want bus scold",16,1,1,1,1,0
199,15,0,0,"want bus shout",16,1,1,1,0,1
199,16,1,1,"want train curse",16,1,1,1,0,0
199,17,2,1,"want train scold",16,1,1,1,1,0
199,18,0,0,"want train shout",16,1,1,1,0,1
199,19,0,0,"want store curse",16,1,1,0,0,0
199,20,2,1,"want store scold",16,1,1,0,1,0
199,21,0,0,"want store shout",16,1,1,0,0,1
199,22,0,0,"want operator curse",16,1,1,0,0,0
199,23,0,0,"want operator scold",16,1,1,0,1,0
199,24,0,0,"want operator shout",16,1,1,0,0,1
200,1,0,0,"do bus curse",16,0,0,1,0,0
200,2,0,0,"do bus scold",16,0,0,1,1,0
200,3,2,1,"do bus shout",16,0,0,1,0,1
200,4,0,0,"do train curse",16,0,0,1,0,0
200,5,0,0,"do train scold",16,0,0,1,1,0
200,6,1,1,"do train shout",16,0,0,1,0,1
200,7,0,0,"do store curse",16,0,0,0,0,0
200,8,0,0,"do store scold",16,0,0,0,1,0
200,9,1,1,"do store shout",16,0,0,0,0,1
200,10,0,0,"do operator curse",16,0,0,0,0,0
200,11,0,0,"do operator scold",16,0,0,0,1,0
200,12,2,1,"do operator shout",16,0,0,0,0,1
200,13,1,1,"want bus curse",16,0,1,1,0,0
200,14,2,1,"want bus scold",16,0,1,1,1,0
200,15,0,0,"want bus shout",16,0,1,1,0,1
200,16,2,1,"want train curse",16,0,1,1,0,0
200,17,1,1,"want train scold",16,0,1,1,1,0
200,18,0,0,"want train shout",16,0,1,1,0,1
200,19,1,1,"want store curse",16,0,1,0,0,0
200,20,0,0,"want store scold",16,0,1,0,1,0
200,21,0,0,"want store shout",16,0,1,0,0,1
200,22,1,1,"want operator curse",16,0,1,0,0,0
200,23,0,0,"want operator scold",16,0,1,0,1,0
200,24,0,0,"want operator shout",16,0,1,0,0,1
201,1,2,1,"do bus curse",13,0,0,1,0,0
201,2,2,1,"do bus scold",13,0,0,1,1,0
201,3,1,1,"do bus shout",13,0,0,1,0,1
201,4,1,1,"do train curse",13,0,0,1,0,0
201,5,1,1,"do train scold",13,0,0,1,1,0
201,6,1,1,"do train shout",13,0,0,1,0,1
201,7,1,1,"do store curse",13,0,0,0,0,0
201,8,1,1,"do store scold",13,0,0,0,1,0
201,9,1,1,"do store shout",13,0,0,0,0,1
201,10,1,1,"do operator curse",13,0,0,0,0,0
201,11,1,1,"do operator scold",13,0,0,0,1,0
201,12,2,1,"do operator shout",13,0,0,0,0,1
201,13,1,1,"want bus curse",13,0,1,1,0,0
201,14,1,1,"want bus scold",13,0,1,1,1,0
201,15,1,1,"want bus shout",13,0,1,1,0,1
201,16,0,0,"want train curse",13,0,1,1,0,0
201,17,0,0,"want train scold",13,0,1,1,1,0
201,18,0,0,"want train shout",13,0,1,1,0,1
201,19,0,0,"want store curse",13,0,1,0,0,0
201,20,0,0,"want store scold",13,0,1,0,1,0
201,21,0,0,"want store shout",13,0,1,0,0,1
201,22,1,1,"want operator curse",13,0,1,0,0,0
201,23,1,1,"want operator scold",13,0,1,0,1,0
201,24,1,1,"want operator shout",13,0,1,0,0,1
202,1,2,1,"do bus curse",21,1,0,1,0,0
202,2,2,1,"do bus scold",21,1,0,1,1,0
202,3,2,1,"do bus shout",21,1,0,1,0,1
202,4,0,0,"do train curse",21,1,0,1,0,0
202,5,2,1,"do train scold",21,1,0,1,1,0
202,6,0,0,"do train shout",21,1,0,1,0,1
202,7,2,1,"do store curse",21,1,0,0,0,0
202,8,0,0,"do store scold",21,1,0,0,1,0
